start_time,end_time,category,speaker,transcript
639.86,648.94,dyadic,SPEAKER_00," be infecting other people while you're waiting for the result of the test.  So if you really want to do what I mentioned just a moment ago is to really get the handle  on those areas where they don't have a lot of infected individuals where you want to effectively  identify, isolate and contact trace, you want the result of the test in real time.  You want to know exactly what you're dealing with at the time you're dealing with it.  In terms of the other tests on some of these drugs for treatments, can you give us an update  on what you're hearing, how effective...  Well, you'll never know if a drug is really effective unless you compare it to something  and that's called a randomized controlled clinical trial.  Pair drug X and standard of care with just standard of care.  We have a test of a drug called Remdesivir that's undergoing a standard of randomized  controlled trial.  We have about 200 people in that trial, hopefully in the next few weeks to a month or so, "
651.0,661.26,dyadic,SPEAKER_01," on those areas where they don't have a lot of infected individuals where you want to effectively  identify, isolate and contact trace, you want the result of the test in real time.  You want to know exactly what you're dealing with at the time you're dealing with it.  In terms of the other tests on some of these drugs for treatments, can you give us an update  on what you're hearing, how effective...  Well, you'll never know if a drug is really effective unless you compare it to something  and that's called a randomized controlled clinical trial.  Pair drug X and standard of care with just standard of care.  We have a test of a drug called Remdesivir that's undergoing a standard of randomized  controlled trial.  We have about 200 people in that trial, hopefully in the next few weeks to a month or so,  we'll be able to get data that will give us a definitive determination as to whether or  not the drug works and whether or not.  Dr. Fauci, just in the last few minutes you've been on with me, I've been looking down "
661.33,665.83,single,SPEAKER_01," identify, isolate and contact trace, you want the result of the test in real time.  You want to know exactly what you're dealing with at the time you're dealing with it.  In terms of the other tests on some of these drugs for treatments, can you give us an update  on what you're hearing, how effective...  Well, you'll never know if a drug is really effective unless you compare it to something  and that's called a randomized controlled clinical trial.  Pair drug X and standard of care with just standard of care.  We have a test of a drug called Remdesivir that's undergoing a standard of randomized  controlled trial.  We have about 200 people in that trial, hopefully in the next few weeks to a month or so,  we'll be able to get data that will give us a definitive determination as to whether or  not the drug works and whether or not.  Dr. Fauci, just in the last few minutes you've been on with me, I've been looking down  in my email on my Twitter account and there's so many people writing in first of all "
666.46,688.95,single,SPEAKER_01," You want to know exactly what you're dealing with at the time you're dealing with it.  In terms of the other tests on some of these drugs for treatments, can you give us an update  on what you're hearing, how effective...  Well, you'll never know if a drug is really effective unless you compare it to something  and that's called a randomized controlled clinical trial.  Pair drug X and standard of care with just standard of care.  We have a test of a drug called Remdesivir that's undergoing a standard of randomized  controlled trial.  We have about 200 people in that trial, hopefully in the next few weeks to a month or so,  we'll be able to get data that will give us a definitive determination as to whether or  not the drug works and whether or not.  Dr. Fauci, just in the last few minutes you've been on with me, I've been looking down  in my email on my Twitter account and there's so many people writing in first of all  grateful for the work you're doing, but also frankly concerned with how hard you're working.  You're talking to yourself, like many of us do on TV.  So how are you doing through all this in this hard work and what do you want to tell  the American people about your own health?  Well, I'm fine, I'm healthy, I'm tired, I don't get nearly enough sleep as I should. "
688.6,688.63,single,SPEAKER_00," and that's called a randomized controlled clinical trial.  Pair drug X and standard of care with just standard of care.  We have a test of a drug called Remdesivir that's undergoing a standard of randomized  controlled trial.  We have about 200 people in that trial, hopefully in the next few weeks to a month or so,  we'll be able to get data that will give us a definitive determination as to whether or  not the drug works and whether or not.  Dr. Fauci, just in the last few minutes you've been on with me, I've been looking down  in my email on my Twitter account and there's so many people writing in first of all  grateful for the work you're doing, but also frankly concerned with how hard you're working.  You're talking to yourself, like many of us do on TV.  So how are you doing through all this in this hard work and what do you want to tell  the American people about your own health? "
689.88,690.79,single,SPEAKER_00," and that's called a randomized controlled clinical trial.  Pair drug X and standard of care with just standard of care.  We have a test of a drug called Remdesivir that's undergoing a standard of randomized  controlled trial.  We have about 200 people in that trial, hopefully in the next few weeks to a month or so,  we'll be able to get data that will give us a definitive determination as to whether or  not the drug works and whether or not.  Dr. Fauci, just in the last few minutes you've been on with me, I've been looking down  in my email on my Twitter account and there's so many people writing in first of all  grateful for the work you're doing, but also frankly concerned with how hard you're working.  You're talking to yourself, like many of us do on TV.  So how are you doing through all this in this hard work and what do you want to tell  the American people about your own health?  Well, I'm fine, I'm healthy, I'm tired, I don't get nearly enough sleep as I should. "
690.86,714.62,dyadic,SPEAKER_00," Pair drug X and standard of care with just standard of care.  We have a test of a drug called Remdesivir that's undergoing a standard of randomized  controlled trial.  We have about 200 people in that trial, hopefully in the next few weeks to a month or so,  we'll be able to get data that will give us a definitive determination as to whether or  not the drug works and whether or not.  Dr. Fauci, just in the last few minutes you've been on with me, I've been looking down  in my email on my Twitter account and there's so many people writing in first of all  grateful for the work you're doing, but also frankly concerned with how hard you're working.  You're talking to yourself, like many of us do on TV.  So how are you doing through all this in this hard work and what do you want to tell  the American people about your own health?  Well, I'm fine, I'm healthy, I'm tired, I don't get nearly enough sleep as I should.  This is not my regular voice, I'm constantly briefing people, talking, testifying, doing  interviews.  It's a long day, I mean, I work pretty much hours anyway, but I'm getting only about four  or five hours of sleep, mostly four hours of sleep.  Tonight, there's a lot of things to do when you're working in the White House, it's  a very, very busy place.  Well, we're grateful for the work that you're doing, Dr. Fauci, we're grateful for your "
716.21,746.21,dyadic,SPEAKER_01," we'll be able to get data that will give us a definitive determination as to whether or  not the drug works and whether or not.  Dr. Fauci, just in the last few minutes you've been on with me, I've been looking down  in my email on my Twitter account and there's so many people writing in first of all  grateful for the work you're doing, but also frankly concerned with how hard you're working.  You're talking to yourself, like many of us do on TV.  So how are you doing through all this in this hard work and what do you want to tell  the American people about your own health?  Well, I'm fine, I'm healthy, I'm tired, I don't get nearly enough sleep as I should.  This is not my regular voice, I'm constantly briefing people, talking, testifying, doing  interviews.  It's a long day, I mean, I work pretty much hours anyway, but I'm getting only about four  or five hours of sleep, mostly four hours of sleep.  Tonight, there's a lot of things to do when you're working in the White House, it's  a very, very busy place.  Well, we're grateful for the work that you're doing, Dr. Fauci, we're grateful for your  consistent message.  Thank you for coming on this morning and telling us the things that you have seen and what  you need to see going forward.  Appreciate it, sir. "
746.99,758.04,dyadic,SPEAKER_00," the American people about your own health?  Well, I'm fine, I'm healthy, I'm tired, I don't get nearly enough sleep as I should.  This is not my regular voice, I'm constantly briefing people, talking, testifying, doing  interviews.  It's a long day, I mean, I work pretty much hours anyway, but I'm getting only about four  or five hours of sleep, mostly four hours of sleep.  Tonight, there's a lot of things to do when you're working in the White House, it's  a very, very busy place.  Well, we're grateful for the work that you're doing, Dr. Fauci, we're grateful for your  consistent message.  Thank you for coming on this morning and telling us the things that you have seen and what  you need to see going forward.  Appreciate it, sir. "
759.81,760.44,dyadic,SPEAKER_00," This is not my regular voice, I'm constantly briefing people, talking, testifying, doing  interviews.  It's a long day, I mean, I work pretty much hours anyway, but I'm getting only about four  or five hours of sleep, mostly four hours of sleep.  Tonight, there's a lot of things to do when you're working in the White House, it's  a very, very busy place.  Well, we're grateful for the work that you're doing, Dr. Fauci, we're grateful for your  consistent message.  Thank you for coming on this morning and telling us the things that you have seen and what  you need to see going forward.  Appreciate it, sir. "
